               Entry              Nevents                           Time                    Temperature                         Energy                 CO*                   CO
                  64                63000         6.3051970794852035E-05         3.0000000000000000E+02        -1.1102230246251565E-16                   0                    0
                  65                64000         6.4065064060426455E-05         3.0000000000000000E+02        -1.1102230246251565E-16                   0                    0
                  66                65000         6.5084465004398514E-05         3.0000000000000000E+02        -1.1102230246251565E-16                   0                    0
                  67                66000         6.6101400136172822E-05         3.0000000000000000E+02        -1.1102230246251565E-16                   0                    0
                  68                67000         6.7018001013573883E-05         3.0000000000000000E+02        -1.1102230246251565E-16                   0                    0
                  69                68000         6.8047287062044851E-05         3.0000000000000000E+02        -1.1102230246251565E-16                   0                    0
                  70                69000         6.9010539653026616E-05         3.0000000000000000E+02        -1.1102230246251565E-16                   0                    0
                  71                70000         6.9955845778743581E-05         3.0000000000000000E+02        -1.1102230246251565E-16                   0                    0
                  72                71000         7.0862012972414877E-05         3.0000000000000000E+02        -1.1102230246251565E-16                   0                    0
                  73                72000         7.1878444200582802E-05         3.0000000000000000E+02        -1.1102230246251565E-16                   0                    0
                  74                73000         7.2886599697534747E-05         3.0000000000000000E+02        -1.1102230246251565E-16                   0                    0
                  75                74000         7.3834790622686513E-05         3.0000000000000000E+02        -1.1102230246251565E-16                   0                    0
                  76                75000         7.4827199347116187E-05         3.0000000000000000E+02        -1.1102230246251565E-16                   0                    0
                  77                76000         7.5794280564938184E-05         3.0000000000000000E+02        -1.1102230246251565E-16                   0                    0
                  78                77000         7.6820589744481263E-05         3.0000000000000000E+02        -1.1102230246251565E-16                   0                    0
                  79                78000         7.7744690374350006E-05         3.0000000000000000E+02        -1.1102230246251565E-16                   0                    0
                  80                79000         7.8762887762104337E-05         3.0000000000000000E+02        -1.1102230246251565E-16                   0                    0
                  81                80000         7.9832369669677943E-05         3.0000000000000000E+02        -1.1102230246251565E-16                   0                    0
                  82                81000         8.0777878299690615E-05         3.0000000000000000E+02        -1.1102230246251565E-16                   0                    0
                  83                82000         8.1797227043590352E-05         3.0000000000000000E+02        -1.1102230246251565E-16                   0                    0
                  84                83000         8.2732782472475790E-05         3.0000000000000000E+02        -1.1102230246251565E-16                   0                    0
                  85                84000         8.3778998273569585E-05         3.0000000000000000E+02        -1.1102230246251565E-16                   0                    0
                  86                85000         8.4745311319772942E-05         3.0000000000000000E+02        -1.1102230246251565E-16                   0                    0
                  87                86000         8.5812419775404579E-05         3.0000000000000000E+02        -1.1102230246251565E-16                   0                    0
                  88                87000         8.6884293101405265E-05         3.0000000000000000E+02        -1.1102230246251565E-16                   0                    0
                  89                88000         8.7830104734341484E-05         3.0000000000000000E+02        -1.1102230246251565E-16                   0                    0
                  90                89000         8.8825608902043415E-05         3.0000000000000000E+02        -1.1102230246251565E-16                   0                    0
                  91                90000         8.9786322974302139E-05         3.0000000000000000E+02        -1.1102230246251565E-16                   0                    0
                  92                91000         9.0750486140386298E-05         3.0000000000000000E+02        -1.1102230246251565E-16                   0                    0
                  93                92000         9.1667404194270354E-05         3.0000000000000000E+02        -1.1102230246251565E-16                   0                    0
                  94                93000         9.2716614348229527E-05         3.0000000000000000E+02        -1.1102230246251565E-16                   0                    0
                  95                94000         9.3721439132318920E-05         3.0000000000000000E+02        -1.1102230246251565E-16                   0                    0
                  96                95000         9.4753082282083550E-05         3.0000000000000000E+02        -1.1102230246251565E-16                   0                    0
                  97                96000         9.5737942906012568E-05         3.0000000000000000E+02        -1.1102230246251565E-16                   0                    0
                  98                97000         9.6725584445404066E-05         3.0000000000000000E+02        -1.1102230246251565E-16                   0                    0
                  99                98000         9.7694031593978414E-05         3.0000000000000000E+02        -1.1102230246251565E-16                   0                    0
                 100                99000         9.8715375389692725E-05         3.0000000000000000E+02        -1.1102230246251565E-16                   0                    0
